Col2,Col3,Col4,Col5,Col6,Col7,Col8,Col9,Col10,Col11,Col12,Col13,Col14,Col15,Col16,Col17,Col18,Col19,Col20,Col21,Col22,Col23,Col24,Col25,Col26,Col27,Col28,Col29,Col30,Col31,Col32,Col33,Col34,Col35,Col36,Col37,Col38,Col39,Col40,Col41,Col42,Col43
2,1,3,0,0,3,0,2,0,0,0,0,0,1,1,2,0,1,0,0,0,0,1,3,0,0,0,0,0,2,0,1,3,1,0,0,0,2,0,0,0,3
